Customer ID,Gender,Age,Dependents,Population,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
1183-CANVH,Female,55,No,48690,23,Yes,1.39,Yes,DSL,18,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,60,1347.15,No
1972-XMUWV,Female,46,No,571,65,Yes,10.23,Yes,Cable,14,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,59.8,3808.2,No
8679-LZBMD,Male,30,No,3376,44,Yes,23.75,Yes,Fiber Optic,53,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,No
3407-JMJQQ,Female,22,Yes,8521,71,Yes,1.84,Yes,Fiber Optic,69,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,109,7661.8,No
6252-DFGTK,Female,64,No,173,37,Yes,30.36,Yes,DSL,11,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,68.1,2479.25,No
1539-LNKHM,Female,53,No,8449,12,Yes,23.2,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,266.6,No
8645-KOMJQ,Male,20,Yes,9780,69,Yes,49.16,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,No
0289-IVARM,Female,57,No,12587,35,Yes,44.81,Yes,DSL,20,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,No
9761-XUJWD,Male,22,No,3258,5,Yes,8.6,Yes,DSL,59,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.6,339.9,No
4057-FKCZK,Male,40,Yes,1314,58,Yes,29.93,Yes,Fiber Optic,24,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,82.5,4828.05,No
4291-TPNFG,Male,56,No,265,72,Yes,29.29,Yes,DSL,30,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.3,5980.55,No
6087-YPWHO,Male,56,No,972,72,Yes,17.31,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,68.15,4808.7,No
3090-QFUVD,Female,48,No,25923,1,Yes,4.09,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,No
1722-LDZJS,Male,38,Yes,28991,53,Yes,20.44,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.2,1068.15,No
1818-ESQMW,Female,31,No,4318,27,Yes,39.62,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2383.6,No
7401-RUBNK,Female,25,No,343,18,Yes,43.29,Yes,Fiber Optic,41,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.8,1438.05,No
0506-YLVKJ,Male,54,Yes,306,46,Yes,45.92,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,917.45,No
8661-BOYNW,Female,38,No,2633,72,Yes,5.25,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,6096.45,No
4815-GBTCD,Female,55,No,327,4,No,0,Yes,DSL,29,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,No
2805-AUFQN,Female,42,No,646,25,Yes,13.93,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.8,475.2,No
0980-PVMRC,Female,27,Yes,3146,40,No,0,Yes,DSL,52,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,No
7233-DRTRF,Male,47,No,13858,63,Yes,17.75,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.4,6444.05,No
3873-NFTGI,Male,54,No,31180,14,Yes,18.48,Yes,DSL,21,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,767.55,No
7048-GXDAY,Male,55,No,35451,39,Yes,17.17,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,4040.65,No
8571-ZCMCX,Female,37,Yes,35790,47,No,0,Yes,DSL,25,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,60,2768.65,No
1169-WCVAK,Male,42,No,29337,19,Yes,34.05,Yes,Fiber Optic,20,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,88.8,1672.35,No
7129-CAKJW,Female,62,No,6848,17,Yes,44.96,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,80.05,1345.65,No
3570-YUEKJ,Female,40,No,21010,42,Yes,8.71,Yes,DSL,23,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,2077.95,No
1555-HAPSU,Female,25,Yes,54701,71,Yes,29.41,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,23.9,1663.5,No
8464-EETCQ,Male,45,No,58548,57,Yes,19.69,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,18.8,1094.35,No
2419-FSORS,Male,29,No,53946,72,Yes,10.68,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,7719.5,No
8132-YPVBX,Female,28,No,22292,6,Yes,40.64,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,514.6,No
6754-LZUKA,Male,29,No,48690,61,Yes,23.31,Yes,DSL,51,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,80.9,4932.5,No
8099-MZPUJ,Male,49,Yes,13121,48,Yes,12.57,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.8,5443.65,No
0787-LHDYT,Male,36,No,6691,16,Yes,33.44,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.6,330.25,No
0374-IOEGQ,Female,62,No,9023,3,Yes,15.59,Yes,Cable,27,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.6,122.7,No
3197-NNYNB,Male,47,No,254,65,Yes,27.75,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,105.1,6631.85,No
3396-DKDEL,Female,45,Yes,14477,70,Yes,11.36,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8250,No
1752-OZXFY,Male,39,No,538,60,Yes,15.24,Yes,DSL,16,Yes,No,No,No,Yes,One Year,Yes,Credit Card,59.8,3561.15,No
9066-QRSDU,Female,23,No,21759,69,Yes,22.08,No,None,0,No,No,No,No,No,One Year,Yes,Bank Withdrawal,26.3,1763.55,No
9867-NNXLC,Female,43,No,15449,22,Yes,33.92,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,470.2,No
5321-NTRKC,Male,25,Yes,4602,66,Yes,35.01,Yes,DSL,59,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,79.85,5234.95,No
3161-GETRM,Male,61,Yes,13003,34,Yes,20.05,Yes,Fiber Optic,57,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.05,3097,No
0402-OAMEN,Female,36,Yes,407,72,Yes,20.56,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1709.1,No
6933-VLYFX,Male,64,Yes,25566,31,No,0,Yes,Cable,25,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.95,1848.8,No
6754-WKSHP,Male,61,Yes,3635,30,Yes,4.27,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,25.35,723.3,No
5055-MGMGF,Female,35,No,17929,65,Yes,40.71,Yes,Fiber Optic,23,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,No
4641-FROLU,Female,49,Yes,1622,30,Yes,11.6,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.3,602.9,No
2862-JVEOY,Male,33,No,148,6,Yes,10.54,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.15,124.4,No
2969-QWUBZ,Female,53,No,18486,2,No,0,Yes,Cable,21,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,No
9822-BIIGN,Male,61,Yes,21496,53,Yes,27.56,Yes,Cable,26,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.85,3827.9,No
1534-OULXE,Female,34,Yes,6876,61,Yes,42.85,Yes,DSL,11,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.7,2961.4,No
2971-SGAFL,Female,34,No,20350,13,Yes,38.4,Yes,DSL,23,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,No
2905-KFQUV,Female,61,No,3064,2,Yes,7.49,Yes,Fiber Optic,14,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4,154.8,No
3370-HXOPH,Female,50,No,13483,3,Yes,14.35,Yes,Fiber Optic,17,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.1,257.6,No
9391-YZEJW,Female,42,No,27822,62,Yes,32.29,Yes,Fiber Optic,26,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,94,5757.2,No
9958-MEKUC,Male,26,Yes,38885,72,Yes,45.93,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,103.95,7517.7,No
0281-CNTZX,Male,56,No,2055,63,Yes,38.36,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,1234.8,No
9114-VEPUF,Male,19,No,10658,62,Yes,30.51,Yes,Fiber Optic,41,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,96.1,6001.45,No
7876-BEUTG,Female,34,No,39566,15,Yes,26.54,Yes,DSL,18,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,720.1,No
2338-BQEZT,Female,38,No,28098,55,Yes,3.62,Yes,DSL,17,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.55,2832.75,No
9873-MNDKV,Female,59,No,291,11,Yes,29.16,Yes,DSL,3,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.65,472.25,No
8241-JUIQO,Female,24,No,64010,61,Yes,25.91,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,19.45,1336.35,No
2194-IIQOF,Female,38,No,50070,71,Yes,19.9,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.3,6388.65,No
9631-RXVJM,Male,33,No,28998,35,Yes,4.24,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.25,677.9,No
9584-EXCDZ,Female,53,No,23036,17,Yes,41.78,Yes,Fiber Optic,16,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,1165.6,No
5093-FEGLU,Female,21,No,2066,47,Yes,45.9,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,921.55,No
2621-UDNLU,Female,35,No,17372,3,Yes,11.77,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,72,No
7526-IVLYU,Male,46,No,13723,3,Yes,35.59,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,68.35,No
9214-EKVXR,Female,51,No,74641,1,Yes,26.15,Yes,DSL,26,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44,44,No
3410-MHHUM,Female,40,Yes,3337,44,Yes,24.71,Yes,Fiber Optic,27,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,94.4,4295.35,No
2122-YWVYA,Female,44,No,42959,18,Yes,15.01,Yes,Fiber Optic,22,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1380.4,No
2296-DKZFP,Female,25,No,38955,65,Yes,1.29,Yes,DSL,51,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,71,4386.2,No
8909-BOLNL,Male,40,No,22920,3,Yes,12.05,No,None,0,No,No,No,No,No,One Year,No,Credit Card,21.2,52.05,No
6603-YRDCJ,Male,19,No,33177,33,Yes,15.89,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,61.05,2018.4,No
3229-USWAR,Female,40,No,2240,34,Yes,5.32,Yes,DSL,23,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.95,2727.3,No
2138-VFAPZ,Female,40,Yes,1458,14,Yes,15.33,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,263.65,No
6131-JLWZM,Female,27,No,27906,13,Yes,22.01,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.3,275.4,No
0269-XFESX,Male,22,Yes,26831,23,Yes,48.02,No,None,0,No,No,No,No,No,One Year,No,Credit Card,24.35,538.5,No
1709-EJDOX,Female,33,Yes,40137,47,Yes,41.54,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.75,948.9,No
4316-XCSLJ,Male,35,Yes,16198,17,Yes,45.61,Yes,DSL,53,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,846.8,No
0383-CLDDA,Female,42,No,13386,69,Yes,18.47,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35,5897.4,No
2709-UQGNP,Male,38,No,32488,10,Yes,49.04,Yes,Cable,23,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,No
3549-ZTMNH,Male,56,Yes,23393,12,Yes,26.17,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24,269.65,No
8033-ATFAS,Female,32,Yes,31882,39,Yes,48.14,Yes,Cable,23,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,59.85,2341.5,No
0562-HKHML,Male,39,Yes,13996,71,Yes,18.99,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,23.9,1626.4,No
8277-RVRSV,Female,22,Yes,19777,33,Yes,1.71,No,None,0,No,No,No,No,No,One Year,No,Credit Card,24.15,800.3,No
7054-ENNGU,Female,19,No,25578,9,Yes,12.59,Yes,Cable,76,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,50.85,466.6,No
1455-HFBXA,Male,61,No,2379,52,Yes,18.02,Yes,Fiber Optic,3,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,91.6,4627.8,No
9402-CXWPL,Female,25,No,138,70,Yes,8.39,Yes,Fiber Optic,59,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.9,6838.6,No
1628-BIZYP,Male,60,No,26577,1,Yes,15.2,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85,85,No
0082-LDZUE,Male,54,No,7384,1,Yes,42.95,Yes,DSL,9,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.3,44.3,No
5343-SGUBI,Female,43,No,27394,52,Yes,42.9,Yes,Fiber Optic,14,No,Yes,No,No,Yes,One Year,Yes,Credit Card,80.2,4297.6,No
0856-NAOES,Male,29,No,18650,6,Yes,45.67,Yes,DSL,71,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,60.9,414.1,No
1976-AZZPJ,Male,47,No,36186,7,No,0,Yes,DSL,17,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,34.2,256.6,No
6156-UZDLF,Female,19,No,32685,26,Yes,45.09,Yes,Fiber Optic,41,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,87.15,2274.1,No
3099-OONVS,Male,34,Yes,3193,25,Yes,37.97,Yes,DSL,22,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.3,1296.8,No
9500-WBGRP,Male,19,No,32873,69,Yes,42.49,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.1,1268.85,No
5183-KLYEM,Female,30,No,23141,72,Yes,35.24,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75,8192.6,No
5144-PQCDZ,Male,55,No,77683,4,Yes,34.86,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,59.25,No
8514-VZHEB,Male,35,Yes,9978,59,Yes,18.75,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.5,1147.85,No
6625-IUTTT,Male,29,No,66543,67,Yes,49.74,Yes,Cable,41,Yes,No,Yes,No,No,Two Year,No,Bank Withdrawal,65.55,4361.55,No
0068-FIGTF,Female,20,No,46917,27,Yes,48.91,Yes,DSL,59,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.2,2078.95,No
5965-GGPRW,Male,41,Yes,60274,72,Yes,36.05,Yes,Fiber Optic,14,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,105.25,7609.75,No
8035-PWSEV,Female,60,No,11147,6,Yes,35.88,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.05,No
2236-HILPA,Male,55,Yes,72993,62,Yes,11.15,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.65,1218.45,No
1840-BIUOG,Male,23,No,27311,20,Yes,32.5,Yes,DSL,52,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,68.7,1416.2,No
1356-MKYSK,Male,44,No,41698,6,Yes,46.59,Yes,DSL,7,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,No
6080-LNESI,Male,63,No,22479,51,Yes,18.07,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,24.75,1234.6,No
1830-IPXVJ,Female,44,Yes,23996,61,Yes,25.4,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.75,1311.6,No
8398-TBIYD,Female,45,No,13212,72,Yes,8.48,Yes,Fiber Optic,22,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,No
9418-RUKPH,Female,26,Yes,42491,38,Yes,49.9,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,756.4,No
4712-AUQZO,Male,53,No,16717,18,No,0,Yes,DSL,30,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,33.6,550.35,No
9711-FJTBX,Male,60,Yes,78816,56,Yes,11.48,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,85.85,4793.8,No
2908-ZTPNF,Female,41,No,36669,36,No,0,Yes,Cable,2,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.85,1267.2,No
1414-YADCW,Male,45,No,223,70,Yes,1.07,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,84.6,5706.2,No
8756-RDDLT,Female,53,No,41871,68,No,0,Yes,Cable,13,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,No
2862-PFNIK,Male,47,Yes,36568,1,No,0,Yes,Cable,21,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,No
5816-QVHRX,Female,26,No,19815,37,Yes,45.06,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,100.3,3541.4,No
4430-YHXGG,Female,20,Yes,26240,4,Yes,38.97,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.45,84.2,No
6888-SBYAI,Male,56,No,44078,1,Yes,38.05,Yes,Cable,14,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,50.7,No
7395-XWZOY,Male,45,No,39279,20,No,0,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55,1165.55,No
7169-YWAMK,Male,52,Yes,790,72,Yes,15.96,Yes,DSL,26,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,68.4,4855.35,No
6859-RKMZJ,Male,38,No,42209,11,Yes,44.2,Yes,DSL,15,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.05,608.15,No
2729-VNVAP,Female,35,Yes,37218,33,Yes,12.51,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.8,641.35,No
2049-BAFNW,Female,60,No,159,1,No,0,Yes,DSL,7,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,35.9,35.9,No
3842-QTGDL,Male,59,No,18024,16,Yes,46,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.75,1321.3,No
7163-OCEQI,Male,64,Yes,40917,22,Yes,36.15,Yes,DSL,11,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.65,1663.75,No
9782-LGXMC,Female,35,Yes,26022,49,Yes,35.29,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,61.75,3024.15,No
5975-BAICR,Male,36,Yes,2873,36,Yes,47.45,Yes,DSL,14,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,63.7,2188.5,No
4673-KKSLS,Female,56,No,42854,31,Yes,40.92,Yes,Fiber Optic,20,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,87.6,2724.25,No
4853-OITSN,Male,33,No,41876,5,Yes,15.74,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,No
9800-OUIGR,Male,61,Yes,21054,66,Yes,7.83,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20,1374.2,No
2324-EFHVG,Male,37,No,21097,64,Yes,45.82,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.4,6692.65,No
7094-MSZAO,Male,55,Yes,29964,10,Yes,13.83,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,218.5,No
6907-CQGPN,Male,40,No,11702,29,No,0,Yes,DSL,27,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,34.3,1004.75,No
0780-XNZFN,Male,60,No,15438,57,Yes,1.69,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1125.6,No
0239-OXEXL,Female,37,No,24518,46,Yes,43.27,Yes,Fiber Optic,21,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,No
2675-IJRGJ,Male,62,No,30751,53,Yes,23.17,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,978,No
7049-GKVZY,Female,45,No,15638,17,Yes,12.69,Yes,Cable,22,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,79.85,1387.35,No
8577-QSOCG,Female,54,Yes,19763,38,Yes,26.84,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,746.05,No
3721-CNZHX,Male,49,No,21205,15,Yes,5.54,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.8,304.6,No
0212-ISBBF,Female,51,No,12448,22,No,0,Yes,Cable,22,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,No
3585-YNADK,Female,25,No,11889,57,Yes,6.63,Yes,Cable,27,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.6,4368.95,No
1099-GODLO,Female,62,Yes,10147,1,Yes,30.09,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.35,20.35,No
6828-HMKWP,Male,24,Yes,8157,12,Yes,49.7,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.05,262.05,No
1472-TNCWL,Male,55,Yes,25399,36,Yes,21.3,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,3512.5,No
2080-GKCWQ,Male,54,No,55720,2,Yes,3.76,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,151.75,No
2193-SFWQW,Male,47,Yes,28403,72,Yes,24.08,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95,8033.1,No
5656-JAMLX,Male,29,No,12010,62,Yes,14.17,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1253.65,No
3462-BJQQA,Female,23,No,13065,6,Yes,34.42,Yes,Fiber Optic,42,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,No
0442-TDYUO,Male,44,No,584,48,Yes,33.06,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1036,No
6733-LRIZX,Male,42,No,1785,35,Yes,20.07,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.95,4025.5,No
9503-XJUME,Male,23,Yes,1573,52,Yes,22.65,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.65,928.4,No
4367-NHWMM,Female,37,No,9038,1,No,0,Yes,Cable,13,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,24.9,No
3779-OSWCF,Female,38,No,330,71,Yes,12.12,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93.2,6506.15,No
6736-DHUQI,Female,64,Yes,8486,67,Yes,3.47,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,84.8,5598.3,No
1360-RCYRT,Male,45,Yes,1025,23,No,0,Yes,DSL,19,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,No
2724-FJDYW,Male,31,Yes,1004,39,No,0,Yes,DSL,29,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,No
4451-RWASJ,Male,35,Yes,821,15,Yes,49.36,No,None,0,No,No,No,No,No,One Year,Yes,Credit Card,19.5,239.75,No
3460-TJBWI,Male,58,Yes,406,24,Yes,7.37,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,24.2,609.05,No
5917-HBSDW,Female,20,Yes,28727,37,Yes,2.68,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.35,683.75,No
0956-ACVZC,Female,23,No,24741,54,Yes,48.97,Yes,Fiber Optic,42,No,No,Yes,No,No,One Year,Yes,Credit Card,94.1,5060.9,No
2325-NBPZG,Female,20,No,13361,3,Yes,10.1,Yes,Fiber Optic,73,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,233.65,No
4482-FTFFX,Male,23,No,3777,5,Yes,26.86,Yes,DSL,71,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,56.15,291.45,No
8859-DZTGQ,Male,21,No,31930,33,Yes,14.48,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.35,689.75,No
0440-MOGPM,Female,51,No,35419,41,Yes,6.16,Yes,DSL,12,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,80.55,3263.9,No
0020-JDNXP,Female,52,Yes,1885,34,No,0,Yes,DSL,20,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,61.25,1993.2,No
3752-CQSJI,Female,59,Yes,16849,13,Yes,16.4,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,254.5,No
5025-GOOKI,Female,46,No,548,20,Yes,33.86,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.9,347.65,No
2887-JPYLU,Female,58,Yes,781,41,Yes,38.94,Yes,DSL,28,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.2,1841.9,No
4770-QAZXN,Female,42,No,384,13,Yes,46.3,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,232.1,No
4896-CPRPF,Male,38,Yes,66,35,Yes,13.67,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45,809.25,No
